validation_gap_count,log1p_modules_touched,log1p_files_changed,prior_failures_90d,release_pressure_score,is_high_pressure,critical_files_touched,log1p_tests_impacted_count,log1p_open_defects_linked,log1p_pipeline_duration_min,coverage_delta_pct,log1p_lines_added,is_large_change,log1p_lines_deleted,log1p_change_density_lines_per_file,is_negative_coverage_delta,defects_per_module,net_lines_changed,validation_gap_ratio,reviewer_count,historical_failure_rate,author_experience_months_was_missing,author_experience_months,log1p_tests_per_file_changed,week,branch_type_hotfix,environment_profile_profile_dependency,validation_level_basic_checks,branch_type_development,change_type_feature,branch_type_release_candidate,change_type_bugfix,component_area_functional_area_f,validation_level_integrated_checks,component_area_functional_area_d,environment_profile_profile_standard,environment_profile_profile_extended,validation_level_broad_regression_checks,synthetic_component_grouped_CMP_014,validation_level_readiness_review,synthetic_component_grouped_CMP_010,synthetic_component_grouped_CMP_018,change_type_test,validation_level_component_checks,change_type_configuration,environment_profile_profile_distributed,change_type_refactor,synthetic_component_grouped_CMP_016,change_type_dependency,synthetic_component_grouped_CMP_015,component_area_functional_area_b,component_area_functional_area_c,synthetic_component_grouped_CMP_006,synthetic_component_grouped_other_component,synthetic_component_grouped_CMP_003,component_area_functional_area_a,synthetic_component_grouped_CMP_012,synthetic_component_grouped_CMP_011,component_area_functional_area_e,synthetic_component_grouped_CMP_002,high_risk_change
-1.1708556493527944,-0.8269568759259679,-0.7515787952802956,0.09152490176568007,0.23231872360846276,-0.5818408389341928,-0.45190126314351836,-2.4610639190964707,-0.8321916170837096,-0.8988334365505783,-0.17715975106823642,-0.231558125018013,-0.5773502691896258,-1.1768958502971718,0.021096002983753807,1.0227589186248138,-0.659243857321593,-0.011438092217993152,-0.2773623421977632,-0.2958232491080665,0.18557825233524672,-0.21707238158772646,0.23472603884682408,-2.0416035038452196,-1.4727559983768626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5594728964887737,0.13951913477135,-0.30002173976152585,2.2036380194352203,-1.4957915971966778,-0.5818408389341928,-0.45190126314351836,-0.14177598193808894,0.6940969741864366,0.06628159789514329,0.192829901039874,0.9154979916116669,1.7320508075688774,-0.3453524485596628,0.8711986772303439,-0.9777475236731106,0.1498241329668514,0.5157304135402375,-0.03815141855585196,3.4019673647427657,-0.22082166549966128,-0.21707238158772646,-1.0460384926048427,-0.006200795631580715,0.9511774596423677,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.30569137643201033,0.13951913477135,0.21688001733402199,-0.9645316570690899,-0.3359860127636977,-0.5818408389341928,-0.45190126314351836,-0.7322732783210173,-0.8321916170837096,-0.9935642348402225,-1.4917112209111698,4.483517198500604,1.7320508075688774,3.3378369607487084,4.796817721926532,1.0227589186248138,-0.659243857321593,11.013412591539138,-0.06207251092004306,-0.2958232491080665,-0.2826651312571473,-0.21707238158772646,0.7449907924132252,-1.0536897388979345,0.6049012513539062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.4246371694095579,0.8252447771814059,0.4938550703190787,0.09152490176568007,-3.0325339965703764,-0.5818408389341928,-0.45190126314351836,-1.0157785867116047,0.6940969741864366,-0.08529797796239481,-0.43397609782563074,0.20198882075766772,-0.5773502691896258,-0.7982501227270269,-0.719717278828106,1.0227589186248138,-0.11986519712929676,0.12562571927914684,0.5837969829131174,-1.035381371878233,-0.16781298056467325,-0.21707238158772646,-0.21940959182727302,-1.4748382605616623,-0.26078926936724744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.1708556493527944,-0.8269568759259679,-0.7515787952802956,-0.9645316570690899,0.0467498300991858,-0.5818408389341928,-0.45190126314351836,-0.5096109612870494,-0.8321916170837096,-0.9274259054547377,0.4931744421629284,-0.5938165699989708,-0.5773502691896258,0.3792564724539424,0.5034475493292877,-0.9777475236731106,-0.659243857321593,-0.4612885504650167,-0.2773623421977632,-1.035381371878233,0.8923607181350863,-0.21707238158772646,-0.5510816816454338,-0.10414258773738162,-0.26078926936724744,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.30569137643201033,0.13951913477135,0.21688001733402199,0.09152490176568007,-0.6375354647162723,-0.5818408389341928,-0.45190126314351836,-0.1703408644241461,0.6940969741864366,-0.6733740351792671,0.2711806508980621,-0.26077780592443994,-0.5773502691896258,-0.31244585767239735,-0.6660160744292906,-0.9777475236731106,0.1498241329668514,-0.15904527383029776,-0.15433958146763743,-0.2958232491080665,1.2104128277450141,-0.21707238158772646,-0.43882343586082556,-0.4354408885518968,1.297453667930829,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.30569137643201033,0.8252447771814059,0.7337817744295698,-0.9645316570690899,-0.45196657120699574,-0.5818408389341928,2.212872770135214,0.662145722484915,-0.8321916170837096,0.20921084462453368,0.014364304140667805,0.42734185538850566,1.7320508075688774,0.8166182280764405,-0.108041730631916,-0.9777475236731106,-0.659243857321593,-0.22581995122634033,-0.22285858744391002,-1.035381371878233,0.19441303315774472,-0.21707238158772646,-0.09184340343567256,0.19822957883146122,-1.4727559983768626,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.1708556493527944,0.13951913477135,-0.30002173976152585,-0.9645316570690899,1.5718941736285543,1.7186830711845267,-0.45190126314351836,-0.06049694370751759,-0.8321916170837096,-0.1030013502562207,-0.3469197090943106,-0.6983806732947047,-0.5773502691896258,0.27949699419092994,-0.09303372826973841,1.0227589186248138,-0.659243857321593,-0.45425963705490696,-0.2773623421977632,0.44373487366209996,-1.422351857359389,-0.21707238158772646,-0.13266458372098486,0.09712621465906815,0.6049012513539062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.1708556493527944,0.13951913477135,-0.30002173976152585,-0.9645316570690899,-0.2432015660090592,-0.5818408389341928,-0.45190126314351836,-0.6374303788696394,-0.8321916170837096,-1.3785243007638668,-1.3915963738701518,0.3604590424338888,-0.5773502691896258,-0.24900248854726842,0.3825099199474587,1.0227589186248138,-0.659243857321593,0.10805343575387248,-0.2773623421977632,1.1832929964322665,1.6344823072249184,-0.21707238158772646,1.637954111154427,-0.6061805359871775,-0.9533416859441703,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.30569137643201033,0.13951913477135,-0.11071193950919425,0.09152490176568007,-0.20260837055390477,-0.5818408389341928,-0.45190126314351836,-0.14177598193808894,1.586918565357992,-0.8707116470049265,-0.721262180638987,0.01454845671441482,-0.5773502691896258,0.3203125151354168,0.1731640466234639,1.0227589186248138,0.9588921232552959,-0.22581995122634033,-0.15775688037680757,-0.2958232491080665,-1.360508391601903,-0.21707238158772646,-0.05102222315036061,-0.1555097610098288,-1.4727559983768626,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
